,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
74,AMD Athlon 1640B,412,4055,8.23,$50.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+200GE&id=3325,"12,645 MOps/Sec","6,511 MOps/Sec",12 Million Primes/Sec,"6,267 Thousand Strings/Sec","3,600 MBytes/Sec","53,141 KBytes/Sec",284 Frames/Sec,"2,020 Million Matrices/Sec","1,803 MOps/Sec"
75,AMD Athlon 200GE,"4,113",1791,33.20,$123.89*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+220GE&id=3416,"13,577 MOps/Sec","6,977 MOps/Sec",13 Million Primes/Sec,"6,778 Thousand Strings/Sec","3,895 MBytes/Sec","57,951 KBytes/Sec",296 Frames/Sec,"2,170 Million Matrices/Sec","1,961 MOps/Sec"
76,AMD Athlon 220GE,"4,429",1715,36.28,$122.10,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+240GE&id=3394,"13,971 MOps/Sec","7,186 MOps/Sec",12 Million Primes/Sec,"6,883 Thousand Strings/Sec","3,967 MBytes/Sec","58,250 KBytes/Sec",310 Frames/Sec,"2,203 Million Matrices/Sec","1,968 MOps/Sec"
77,AMD Athlon 240GE,"4,534",1695,46.14,$98.27,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+2650e&id=184,NA,NA,NA,NA,NA,NA,NA,NA,304 MOps/Sec
78,AMD Athlon 2650e,274,4234,14.43,$19.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+2800%2B&id=53,NA,NA,NA,NA,NA,NA,NA,NA,439 MOps/Sec
79,AMD Athlon 2800+,291,4212,2.65,$109.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+2850e&id=185,NA,NA,NA,NA,NA,NA,NA,NA,337 MOps/Sec
80,AMD Athlon 3000G,"4,492",1701,49.91,$89.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+300GE&id=3629,"13,194 MOps/Sec","6,805 MOps/Sec",12 Million Primes/Sec,"6,383 Thousand Strings/Sec","3,643 MBytes/Sec","55,077 KBytes/Sec",291 Frames/Sec,"2,090 Million Matrices/Sec","1,876 MOps/Sec"
81,AMD Athlon 5000 Dual-Core,872,3537,7.94,$109.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+5150+APU&id=2208,"8,020 MOps/Sec","2,006 MOps/Sec",5 Million Primes/Sec,"3,007 Thousand Strings/Sec",418.5 MBytes/Sec,"22,800 KBytes/Sec",110 Frames/Sec,818 Million Matrices/Sec,546 MOps/Sec
82,AMD Athlon 5150 APU,"1,388",3071,14.04,$98.86*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+5200+Dual-Core&id=56,"2,883 MOps/Sec","2,132 MOps/Sec",5 Million Primes/Sec,"2,713 Thousand Strings/Sec",278.8 MBytes/Sec,"21,048 KBytes/Sec",99 Frames/Sec,462 Million Matrices/Sec,915 MOps/Sec
83,AMD Athlon 5200 Dual-Core,869,3541,4.58,$189.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+5350+APU&id=2195,"10,360 MOps/Sec","2,640 MOps/Sec",6 Million Primes/Sec,"3,902 Thousand Strings/Sec",579.4 MBytes/Sec,"29,821 KBytes/Sec",124 Frames/Sec,"1,046 Million Matrices/Sec",699 MOps/Sec
84,AMD Athlon 5350 APU,"1,774",2805,12.00,$147.83*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+5370+APU&id=2763,"10,636 MOps/Sec","2,770 MOps/Sec",5 Million Primes/Sec,"4,243 Thousand Strings/Sec",613.1 MBytes/Sec,"30,340 KBytes/Sec",128 Frames/Sec,"1,078 Million Matrices/Sec",755 MOps/Sec
85,AMD Athlon 5370 APU,"1,867",2747,3.12,$598.68*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+2000%2B&id=2096,NA,NA,NA,NA,NA,NA,NA,NA,173 MOps/Sec
86,AMD Athlon 64 2800+,295,4202,2.95,$99.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+3000%2B&id=66,"1,318 MOps/Sec",773 MOps/Sec,2 Million Primes/Sec,"1,022 Thousand Strings/Sec",104.7 MBytes/Sec,"7,427 KBytes/Sec",35 Frames/Sec,106 Million Matrices/Sec,615 MOps/Sec
87,AMD Athlon 64 3000+,334,4150,16.68,$20.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+3100%2B&id=2481,NA,NA,NA,NA,NA,NA,NA,NA,600 MOps/Sec
88,AMD Athlon 64 3200+,305,4189,2.03,$149.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+3300%2B&id=68,NA,NA,NA,NA,NA,NA,NA,NA,477 MOps/Sec
89,AMD Athlon 64 3400+,317,4172,3.17,$99.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+3500%2B&id=70,"1,469 MOps/Sec",880 MOps/Sec,2 Million Primes/Sec,"1,215 Thousand Strings/Sec",127.7 MBytes/Sec,"9,206 KBytes/Sec",46 Frames/Sec,149 Million Matrices/Sec,568 MOps/Sec
90,AMD Athlon 64 3500+,396,4079,4.95,$79.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+3700%2B&id=71,NA,NA,NA,NA,NA,NA,NA,NA,435 MOps/Sec
91,AMD Athlon 64 3700+,394,4082,4.38,$89.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+3800%2B&id=72,435 MOps/Sec,572 MOps/Sec,NA,696 Thousand Strings/Sec,78.4 MBytes/Sec,"5,081 KBytes/Sec",17 Frames/Sec,50 Million Matrices/Sec,461 MOps/Sec
92,AMD Athlon 64 3800+,292,4208,2.23,$131.01*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+4000%2B&id=73,"1,287 MOps/Sec",726 MOps/Sec,2 Million Primes/Sec,"1,032 Thousand Strings/Sec",114.5 MBytes/Sec,"7,854 KBytes/Sec",31 Frames/Sec,112 Million Matrices/Sec,565 MOps/Sec
93,AMD Athlon 64 4000+,340,4132,3.40,$99.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+FX-55&id=59,NA,NA,NA,NA,NA,NA,NA,NA,505 MOps/Sec
94,AMD Athlon 64 FX-55,404,4065,6.22,$65.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+FX-57&id=60,NA,NA,NA,NA,NA,NA,NA,NA,552 MOps/Sec
95,AMD Athlon 64 FX-62 Dual Core,943,3480,3.77,$250.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+FX-74&id=64,NA,NA,NA,NA,NA,NA,NA,NA,617 MOps/Sec
96,AMD Athlon 64 FX-74,972,3450,1.95,$499.50*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+3800%2B&id=1511,NA,NA,NA,NA,NA,NA,NA,NA,745 MOps/Sec
97,AMD Athlon 64 X2 Dual Core 3600+,610,3841,8.94,$68.25*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+3800%2B&id=77,"2,409 MOps/Sec","1,451 MOps/Sec",3 Million Primes/Sec,"1,941 Thousand Strings/Sec",189.2 MBytes/Sec,"14,742 KBytes/Sec",64 Frames/Sec,218 Million Matrices/Sec,726 MOps/Sec
98,AMD Athlon 64 X2 Dual Core 4200+,689,3755,6.27,$109.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+4400%2B&id=80,"2,333 MOps/Sec","1,650 MOps/Sec",3 Million Primes/Sec,"2,113 Thousand Strings/Sec",232.5 MBytes/Sec,"16,451 KBytes/Sec",68 Frames/Sec,223 Million Matrices/Sec,765 MOps/Sec
99,AMD Athlon 64 X2 Dual Core 4400+,678,3770,2.27,$298.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+4600%2B&id=81,"2,602 MOps/Sec","1,648 MOps/Sec",3 Million Primes/Sec,"2,376 Thousand Strings/Sec",219.2 MBytes/Sec,"17,459 KBytes/Sec",68 Frames/Sec,243 Million Matrices/Sec,830 MOps/Sec
100,AMD Athlon 64 X2 Dual Core 4600+,710,3727,2.03,$349.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+4800%2B&id=82,"2,881 MOps/Sec","1,757 MOps/Sec",3 Million Primes/Sec,"2,563 Thousand Strings/Sec",218.6 MBytes/Sec,"16,674 KBytes/Sec",63 Frames/Sec,231 Million Matrices/Sec,876 MOps/Sec
101,AMD Athlon 64 X2 Dual Core 4800+,679,3769,4.53,$149.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+5000%2B&id=83,"3,036 MOps/Sec","1,823 MOps/Sec",3 Million Primes/Sec,"2,579 Thousand Strings/Sec",251.9 MBytes/Sec,"18,487 KBytes/Sec",69 Frames/Sec,264 Million Matrices/Sec,889 MOps/Sec
102,AMD Athlon 64 X2 Dual Core 5000+,774,3652,2.33,$331.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+5200%2B&id=84,"3,202 MOps/Sec","1,870 MOps/Sec",4 Million Primes/Sec,"2,714 Thousand Strings/Sec",253.9 MBytes/Sec,"19,426 KBytes/Sec",74 Frames/Sec,285 Million Matrices/Sec,929 MOps/Sec
103,AMD Athlon 64 X2 Dual Core 5200+,839,3576,13.98,$60.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+5400%2B&id=85,"3,491 MOps/Sec","2,118 MOps/Sec",4 Million Primes/Sec,"2,938 Thousand Strings/Sec",297.4 MBytes/Sec,"22,218 KBytes/Sec",79 Frames/Sec,307 Million Matrices/Sec,999 MOps/Sec
104,AMD Athlon 64 X2 Dual Core 5400+,907,3509,17.11,$52.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+5600%2B&id=86,"3,477 MOps/Sec","2,017 MOps/Sec",5 Million Primes/Sec,"2,850 Thousand Strings/Sec",266.1 MBytes/Sec,"21,292 KBytes/Sec",80 Frames/Sec,312 Million Matrices/Sec,"1,024 MOps/Sec"
105,AMD Athlon 64 X2 Dual Core 5600+,912,3504,8.50,$107.21*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+5800%2B&id=87,NA,NA,NA,NA,NA,NA,NA,NA,"1,008 MOps/Sec"
106,AMD Athlon 64 X2 Dual Core 5800+,797,3626,26.60,$29.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+6000%2B&id=88,"3,561 MOps/Sec","2,102 MOps/Sec",5 Million Primes/Sec,"3,011 Thousand Strings/Sec",288.3 MBytes/Sec,"22,878 KBytes/Sec",85 Frames/Sec,318 Million Matrices/Sec,"1,038 MOps/Sec"
107,AMD Athlon 64 X2 Dual Core 6000+,940,3483,24.42,$38.50*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+6400%2B&id=89,"3,749 MOps/Sec","2,196 MOps/Sec",5 Million Primes/Sec,"3,158 Thousand Strings/Sec",295.9 MBytes/Sec,"23,523 KBytes/Sec",85 Frames/Sec,336 Million Matrices/Sec,"1,129 MOps/Sec"
108,AMD Athlon 64 X2 Dual Core 6400+,998,3423,3.99,$249.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual+Core+BE-2300&id=90,NA,NA,NA,NA,NA,NA,NA,NA,624 MOps/Sec
109,AMD Athlon 64 X2 Dual-Core TK-55,518,3949,7.13,$72.74*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+Dual-Core+TK-57&id=96,"2,460 MOps/Sec","1,390 MOps/Sec",3 Million Primes/Sec,"1,912 Thousand Strings/Sec",175.8 MBytes/Sec,"14,048 KBytes/Sec",59 Frames/Sec,212 Million Matrices/Sec,626 MOps/Sec
110,AMD Athlon 64 X2 QL-65,622,3830,28.28,$22.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+64+X2+QL-66&id=240,"2,195 MOps/Sec","1,650 MOps/Sec",3 Million Primes/Sec,"2,392 Thousand Strings/Sec",192.7 MBytes/Sec,"17,133 KBytes/Sec",67 Frames/Sec,240 Million Matrices/Sec,751 MOps/Sec
111,AMD Athlon 7550 Dual-Core,900,3513,60.23,$14.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+7750+Dual-Core&id=100,"2,961 MOps/Sec","2,271 MOps/Sec",5 Million Primes/Sec,"2,755 Thousand Strings/Sec",243.6 MBytes/Sec,"21,385 KBytes/Sec",88 Frames/Sec,494 Million Matrices/Sec,"1,035 MOps/Sec"
112,AMD Athlon 7750 Dual-Core,968,3452,12.10,$79.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+7850+Dual-Core&id=101,"3,128 MOps/Sec","2,411 MOps/Sec",5 Million Primes/Sec,"3,134 Thousand Strings/Sec",277.2 MBytes/Sec,"23,161 KBytes/Sec",92 Frames/Sec,516 Million Matrices/Sec,"1,118 MOps/Sec"
113,AMD Athlon 7850 Dual-Core,"1,058",3352,10.59,$99.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+Dual+Core+4050e&id=102,"2,763 MOps/Sec","1,616 MOps/Sec",4 Million Primes/Sec,"2,177 Thousand Strings/Sec",206.9 MBytes/Sec,"16,325 KBytes/Sec",69 Frames/Sec,261 Million Matrices/Sec,751 MOps/Sec
114,AMD Athlon Dual Core 4450B,719,3718,23.18,$31.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+Dual+Core+4450e&id=104,"2,677 MOps/Sec","1,688 MOps/Sec",3 Million Primes/Sec,"2,239 Thousand Strings/Sec",213.5 MBytes/Sec,"16,331 KBytes/Sec",71 Frames/Sec,242 Million Matrices/Sec,801 MOps/Sec
115,AMD Athlon Dual Core 4450e,705,3733,48.71,$14.48*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+Dual+Core+4850B&id=105,NA,NA,NA,NA,NA,NA,NA,NA,887 MOps/Sec
116,AMD Athlon Dual Core 4850e,783,3643,20.06,$39.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+Dual+Core+5000B&id=107,"3,492 MOps/Sec","1,978 MOps/Sec",4 Million Primes/Sec,"2,775 Thousand Strings/Sec",241.5 MBytes/Sec,"20,409 KBytes/Sec",70 Frames/Sec,308 Million Matrices/Sec,942 MOps/Sec
117,AMD Athlon Dual Core 5000B,856,3555,9.02,$95.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+Dual+Core+5050e&id=108,"3,051 MOps/Sec","1,908 MOps/Sec",3 Million Primes/Sec,"2,590 Thousand Strings/Sec",272.3 MBytes/Sec,"19,020 KBytes/Sec",75 Frames/Sec,259 Million Matrices/Sec,904 MOps/Sec
118,AMD Athlon Dual Core 5050e,809,3607,13.48,$60.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+Dual+Core+5200B&id=109,"3,497 MOps/Sec","2,101 MOps/Sec",4 Million Primes/Sec,"2,980 Thousand Strings/Sec",238.4 MBytes/Sec,"21,699 KBytes/Sec",72 Frames/Sec,321 Million Matrices/Sec,966 MOps/Sec
119,AMD Athlon II 160u,358,4114,11.93,$29.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+170u&id=113,900 MOps/Sec,711 MOps/Sec,2 Million Primes/Sec,936 Thousand Strings/Sec,87.0 MBytes/Sec,"7,918 KBytes/Sec",44 Frames/Sec,175 Million Matrices/Sec,719 MOps/Sec
120,AMD Athlon II 170u,340,4133,14.16,$24.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+Dual-Core+M300&id=114,"2,061 MOps/Sec","1,656 MOps/Sec",4 Million Primes/Sec,"2,085 Thousand Strings/Sec",203.8 MBytes/Sec,"16,829 KBytes/Sec",73 Frames/Sec,227 Million Matrices/Sec,776 MOps/Sec
121,AMD Athlon II Dual-Core M320,726,3715,24.21,$30.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+Dual-Core+M340&id=116,"2,659 MOps/Sec","2,199 MOps/Sec",5 Million Primes/Sec,"2,020 Thousand Strings/Sec",271.2 MBytes/Sec,"19,574 KBytes/Sec",98 Frames/Sec,302 Million Matrices/Sec,858 MOps/Sec
122,AMD Athlon II Neo K325 Dual-Core,417,4050,16.04,$25.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+Neo+K345+Dual-Core&id=123,NA,NA,NA,NA,NA,NA,NA,NA,552 MOps/Sec
123,AMD Athlon II P320 Dual-Core,694,3746,34.79,$19.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+P340+Dual-Core&id=126,"2,254 MOps/Sec","1,770 MOps/Sec",3 Million Primes/Sec,"2,114 Thousand Strings/Sec",204.2 MBytes/Sec,"16,954 KBytes/Sec",74 Frames/Sec,232 Million Matrices/Sec,837 MOps/Sec
124,AMD Athlon II P340 Dual-Core,691,3750,17.28,$39.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+P360+Dual-Core&id=127,"2,410 MOps/Sec","1,812 MOps/Sec",4 Million Primes/Sec,"2,271 Thousand Strings/Sec",214.1 MBytes/Sec,"17,528 KBytes/Sec",74 Frames/Sec,256 Million Matrices/Sec,862 MOps/Sec
125,AMD Athlon II P360 Dual-Core,734,3703,36.78,$19.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+210e&id=1450,"3,282 MOps/Sec","2,439 MOps/Sec",6 Million Primes/Sec,"3,146 Thousand Strings/Sec",245.1 MBytes/Sec,"23,965 KBytes/Sec",118 Frames/Sec,529 Million Matrices/Sec,"1,105 MOps/Sec"
126,AMD Athlon II X2 210e,"1,105",3310,38.79,$28.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+215&id=128,"2,858 MOps/Sec","2,231 MOps/Sec",4 Million Primes/Sec,"2,703 Thousand Strings/Sec",254.6 MBytes/Sec,"21,588 KBytes/Sec",93 Frames/Sec,476 Million Matrices/Sec,"1,030 MOps/Sec"
127,AMD Athlon II X2 215,962,3460,33.21,$28.97*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+220&id=129,"3,135 MOps/Sec","2,260 MOps/Sec",5 Million Primes/Sec,"2,982 Thousand Strings/Sec",266.6 MBytes/Sec,"23,174 KBytes/Sec",98 Frames/Sec,516 Million Matrices/Sec,"1,098 MOps/Sec"
128,AMD Athlon II X2 220,"1,032",3381,17.21,$59.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+235e&id=131,"3,303 MOps/Sec","2,468 MOps/Sec",6 Million Primes/Sec,"3,062 Thousand Strings/Sec",281.4 MBytes/Sec,"24,259 KBytes/Sec",108 Frames/Sec,536 Million Matrices/Sec,"1,114 MOps/Sec"
129,AMD Athlon II X2 235e,"1,095",3318,11.23,$97.50*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+240&id=132,"2,963 MOps/Sec","2,371 MOps/Sec",5 Million Primes/Sec,"2,841 Thousand Strings/Sec",283.0 MBytes/Sec,"22,715 KBytes/Sec",96 Frames/Sec,489 Million Matrices/Sec,"1,069 MOps/Sec"
130,AMD Athlon II X2 240,"1,024",3388,41.03,$24.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+240e&id=133,"2,944 MOps/Sec","2,278 MOps/Sec",5 Million Primes/Sec,"2,871 Thousand Strings/Sec",267.4 MBytes/Sec,"22,947 KBytes/Sec",105 Frames/Sec,466 Million Matrices/Sec,"1,100 MOps/Sec"
131,AMD Athlon II X2 240e,"1,002",3418,26.45,$37.89*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+245&id=134,"3,164 MOps/Sec","2,516 MOps/Sec",5 Million Primes/Sec,"3,008 Thousand Strings/Sec",293.1 MBytes/Sec,"24,407 KBytes/Sec",101 Frames/Sec,539 Million Matrices/Sec,"1,138 MOps/Sec"
132,AMD Athlon II X2 245,"1,087",3328,27.25,$39.88*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+245e&id=135,"3,516 MOps/Sec","2,678 MOps/Sec",7 Million Primes/Sec,"3,323 Thousand Strings/Sec",324.0 MBytes/Sec,"26,176 KBytes/Sec",117 Frames/Sec,588 Million Matrices/Sec,"1,182 MOps/Sec"
133,AMD Athlon II X2 245e,"1,171",3247,58.66,$19.97,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+250&id=136,"3,350 MOps/Sec","2,531 MOps/Sec",5 Million Primes/Sec,"3,140 Thousand Strings/Sec",295.4 MBytes/Sec,"24,821 KBytes/Sec",102 Frames/Sec,555 Million Matrices/Sec,"1,171 MOps/Sec"
134,AMD Athlon II X2 250,"1,125",3285,28.88,$38.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+250e&id=137,"3,778 MOps/Sec","2,773 MOps/Sec",5 Million Primes/Sec,"3,402 Thousand Strings/Sec",359.9 MBytes/Sec,"27,263 KBytes/Sec",91 Frames/Sec,606 Million Matrices/Sec,"1,201 MOps/Sec"
135,AMD Athlon II X2 250e,"1,155",3263,15.05,$76.73*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+250u&id=138,"1,679 MOps/Sec","1,090 MOps/Sec",3 Million Primes/Sec,"1,670 Thousand Strings/Sec",168.0 MBytes/Sec,"12,535 KBytes/Sec",64 Frames/Sec,256 Million Matrices/Sec,632 MOps/Sec
136,AMD Athlon II X2 250u,592,3865,23.71,$24.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+255&id=139,"3,459 MOps/Sec","2,496 MOps/Sec",6 Million Primes/Sec,"3,283 Thousand Strings/Sec",304.6 MBytes/Sec,"26,101 KBytes/Sec",108 Frames/Sec,586 Million Matrices/Sec,"1,233 MOps/Sec"
137,AMD Athlon II X2 255,"1,165",3253,92.86,$12.55*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+260&id=140,"3,308 MOps/Sec","2,625 MOps/Sec",5 Million Primes/Sec,"3,226 Thousand Strings/Sec",306.4 MBytes/Sec,"25,582 KBytes/Sec",106 Frames/Sec,557 Million Matrices/Sec,"1,235 MOps/Sec"
138,AMD Athlon II X2 260,"1,141",3276,91.34,$12.49,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+260u&id=141,"2,214 MOps/Sec","1,614 MOps/Sec",5 Million Primes/Sec,"2,063 Thousand Strings/Sec",192.1 MBytes/Sec,"16,357 KBytes/Sec",82 Frames/Sec,383 Million Matrices/Sec,716 MOps/Sec
139,AMD Athlon II X2 260u,713,3724,8.54,$83.44*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+265&id=142,"3,897 MOps/Sec","2,918 MOps/Sec",6 Million Primes/Sec,"3,637 Thousand Strings/Sec",317.1 MBytes/Sec,"28,146 KBytes/Sec",119 Frames/Sec,642 Million Matrices/Sec,"1,352 MOps/Sec"
140,AMD Athlon II X2 265,"1,265",3157,101.63,$12.45,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+270&id=143,"3,896 MOps/Sec","2,897 MOps/Sec",6 Million Primes/Sec,"3,561 Thousand Strings/Sec",327.9 MBytes/Sec,"28,036 KBytes/Sec",106 Frames/Sec,636 Million Matrices/Sec,"1,352 MOps/Sec"
141,AMD Athlon II X2 270,"1,270",3154,84.67,$15.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+270u&id=144,NA,NA,NA,NA,NA,NA,NA,NA,791 MOps/Sec
142,AMD Athlon II X2 270u,675,3773,9.98,$67.67*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+280&id=1887,"4,410 MOps/Sec","3,269 MOps/Sec",6 Million Primes/Sec,"4,071 Thousand Strings/Sec",328.4 MBytes/Sec,"31,396 KBytes/Sec",116 Frames/Sec,708 Million Matrices/Sec,"1,462 MOps/Sec"
143,AMD Athlon II X2 280,"1,355",3092,17.62,$76.89*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+4300e&id=145,"3,282 MOps/Sec","2,437 MOps/Sec",5 Million Primes/Sec,"3,124 Thousand Strings/Sec",244.8 MBytes/Sec,"23,936 KBytes/Sec",115 Frames/Sec,528 Million Matrices/Sec,"1,074 MOps/Sec"
144,AMD Athlon II X2 B22,"1,053",3363,40.57,$25.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+B24&id=149,"3,305 MOps/Sec","2,617 MOps/Sec",5 Million Primes/Sec,"3,143 Thousand Strings/Sec",292.4 MBytes/Sec,"25,426 KBytes/Sec",104 Frames/Sec,558 Million Matrices/Sec,"1,205 MOps/Sec"
145,AMD Athlon II X2 B24,"1,120",3292,46.48,$24.10,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+B26&id=150,"3,453 MOps/Sec","2,827 MOps/Sec",5 Million Primes/Sec,"3,366 Thousand Strings/Sec",329.5 MBytes/Sec,"26,993 KBytes/Sec",114 Frames/Sec,564 Million Matrices/Sec,"1,251 MOps/Sec"
146,AMD Athlon II X2 B26,"1,193",3225,47.83,$24.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+B28&id=151,"3,822 MOps/Sec","2,818 MOps/Sec",6 Million Primes/Sec,"3,521 Thousand Strings/Sec",342.7 MBytes/Sec,"27,908 KBytes/Sec",109 Frames/Sec,636 Million Matrices/Sec,"1,362 MOps/Sec"
147,AMD Athlon II X2 B28,"1,274",3149,32.65,$39.02,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+400e&id=152,"4,096 MOps/Sec","3,013 MOps/Sec",7 Million Primes/Sec,"3,896 Thousand Strings/Sec",306.0 MBytes/Sec,"29,634 KBytes/Sec",138 Frames/Sec,660 Million Matrices/Sec,908 MOps/Sec
148,AMD Athlon II X3 400e,"1,320",3115,51.80,$25.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+405e&id=153,NA,NA,NA,NA,NA,NA,NA,NA,973 MOps/Sec
149,AMD Athlon II X3 405e,"1,331",3105,11.79,$112.90*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+415e&id=154,"4,595 MOps/Sec","3,209 MOps/Sec",7 Million Primes/Sec,"4,380 Thousand Strings/Sec",350.4 MBytes/Sec,"34,393 KBytes/Sec",147 Frames/Sec,755 Million Matrices/Sec,"1,028 MOps/Sec"
150,AMD Athlon II X3 415e,"1,441",3035,19.21,$75.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+420e&id=1517,"4,609 MOps/Sec","3,438 MOps/Sec",7 Million Primes/Sec,"3,923 Thousand Strings/Sec",457.4 MBytes/Sec,"33,820 KBytes/Sec",140 Frames/Sec,753 Million Matrices/Sec,"1,058 MOps/Sec"
