,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
2010,Viper VP4300 2TB,1.9 TB,"41,557",178,361.40,$114.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20VP4300L%202TB&id=35226,"6,382 MBytes/Sec","5,723 MBytes/Sec","2,856 MBytes/Sec",95 MBytes/Sec
2011,VisionTek 120GB mSATA,111.8 GB,"3,958",4019,53.16,$74.45*,https://www.harddrivebenchmark.net/hdd.php?hdd=VISIONTEK%201TB&id=14451,NA,NA,NA,NA
2012,VisionTek 240GB,223.4 GB,"5,331",2998,62.23,$85.66*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20250GB%20M.2&id=15843,NA,NA,NA,NA
2013,Visiontek 256GB,238.5 GB,"3,155",5587,17.53,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=VISIONTEK%202TB&id=24235,NA,NA,NA,NA
2014,VisionTek Data Fusion 480GB,447 GB,"5,276",3002,8.91,$591.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20Data%20Fusion%20960GB&id=7949,NA,NA,NA,NA
2015,VisionTek mSATA 60GB,55.9 GB,"2,564",6647,44.31,$57.87*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20Racer%20120GB&id=4847,NA,NA,NA,NA
2016,WD BLACK AN1500,1.8 TB,"25,918",599,98.41,$263.38,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20AN1500&id=27674,"2,733 MBytes/Sec","2,358 MBytes/Sec","1,885 MBytes/Sec",48 MBytes/Sec
2017,WD Black NVMe 1TB,931.5 GB,"23,787",744,195.78,$121.50,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20NVMe%20256GB&id=13922,726 MBytes/Sec,612 MBytes/Sec,382 MBytes/Sec,47 MBytes/Sec
2018,WD Black NVMe 256GB,238.5 GB,"6,189",2919,48.11,$128.66,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20NVMe%20500GB&id=15778,"2,600 MBytes/Sec","1,832 MBytes/Sec","1,430 MBytes/Sec",56 MBytes/Sec
2019,WD Black NVMe 500GB,465.8 GB,"20,538",1098,293.44,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20SN750%20NVMe%201TB&id=22890,"2,842 MBytes/Sec","2,147 MBytes/Sec","1,878 MBytes/Sec",66 MBytes/Sec
2020,WD Black SN750 NVMe 1TB,931.5 GB,"24,270",709,161.81,$149.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20SN750%20NVMe%201TB%20%28with%20Heatsink%29&id=23316,"2,633 MBytes/Sec","2,395 MBytes/Sec","2,178 MBytes/Sec",63 MBytes/Sec
2021,WD Black SN750 NVMe 250GB,232.9 GB,"14,897",1758,240.32,$61.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20SN750%20NVMe%202TB%20%28with%20Heatsink%29&id=26618,"2,720 MBytes/Sec","2,281 MBytes/Sec","2,200 MBytes/Sec",64 MBytes/Sec
2022,WD BLACK SN770 2TB,1.8 TB,"36,475",287,229.98,$158.60,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN770%20500GB&id=30437,"3,151 MBytes/Sec","3,174 MBytes/Sec","2,584 MBytes/Sec",92 MBytes/Sec
2023,WD BLACK SN850 2TB,1.8 TB,"42,323",165,273.07,$154.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850%20500GB&id=27335,"4,380 MBytes/Sec","3,378 MBytes/Sec","2,912 MBytes/Sec",107 MBytes/Sec
2024,WD BLACK SN850X NVMe 1000GB,931.5 GB,"48,219",61,301.39,$159.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%202000GB&id=31905,"6,249 MBytes/Sec","5,397 MBytes/Sec","4,455 MBytes/Sec",104 MBytes/Sec
2025,WD BLACK SN850X NVMe 2000GB,1.8 TB,"53,272",29,183.70,$289.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%204000GB&id=31881,"6,271 MBytes/Sec","5,472 MBytes/Sec","4,715 MBytes/Sec",113 MBytes/Sec
2026,WD BLACK SN850X NVMe 4000GB,3.6 TB,"53,493",26,76.42,$699.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%20HS%201000GB&id=31895,"5,864 MBytes/Sec","4,996 MBytes/Sec","3,929 MBytes/Sec",102 MBytes/Sec
2027,WD BLACK SN850X NVMe HS 1000GB,931.5 GB,"48,701",58,270.58,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%20HS%202000GB&id=32014,"5,751 MBytes/Sec","4,948 MBytes/Sec","4,318 MBytes/Sec",100 MBytes/Sec
2028,WD BLACK SN850X NVMe HS 2000GB,1.8 TB,"49,835",47,160.76,$309.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLK%201TB&id=6925,NA,NA,NA,NA
2029,WD Blue SA510 2.5 1TB,931.5 GB,"3,358",5152,33.59,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%202.5%20250GB&id=32236,458 MBytes/Sec,305 MBytes/Sec,139 MBytes/Sec,23 MBytes/Sec
2030,WD Blue SA510 2.5 250GB,232.9 GB,"3,160",5568,48.63,$64.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%202.5%20500GB&id=31469,547 MBytes/Sec,451 MBytes/Sec,202 MBytes/Sec,24 MBytes/Sec
2031,WD Blue SA510 2.5 500GB,465.8 GB,"4,213",3633,113.89,$36.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%20M.2%202280%201000GB&id=32878,519 MBytes/Sec,444 MBytes/Sec,211 MBytes/Sec,23 MBytes/Sec
2032,WD Blue SA510 M.2 2280 500GB,465.8 GB,"3,712",4471,112.52,$32.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN550%20NVMe%20SSD%201TB&id=25164,"2,329 MBytes/Sec","1,762 MBytes/Sec","1,049 MBytes/Sec",49 MBytes/Sec
2033,WD Blue SN550 NVMe SSD 1TB,931.5 GB,"18,131",1359,116.22,$156.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN550%20NVMe%20SSD%20250GB&id=25414,"2,163 MBytes/Sec",826 MBytes/Sec,419 MBytes/Sec,45 MBytes/Sec
2034,WD Blue SN550 NVMe SSD 250GB,232.9 GB,"12,113",2238,504.92,$23.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN550%20NVMe%20SSD%20500GB&id=25305,"2,242 MBytes/Sec","1,589 MBytes/Sec",784 MBytes/Sec,48 MBytes/Sec
2035,WD Blue SN550 NVMe SSD 500GB,465.8 GB,"16,287",1573,178.99,$90.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%201TB&id=29620,"3,244 MBytes/Sec","2,428 MBytes/Sec","1,917 MBytes/Sec",79 MBytes/Sec
2036,WD Blue SN570 1TB,931.5 GB,"25,939",597,288.24,$89.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%201TB%20SSD&id=29973,"3,347 MBytes/Sec","2,464 MBytes/Sec","1,969 MBytes/Sec",80 MBytes/Sec
2037,WD Blue SN570 250GB,232.9 GB,"17,273",1467,864.07,$19.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%202TB&id=30921,"2,979 MBytes/Sec","3,088 MBytes/Sec","3,309 MBytes/Sec",84 MBytes/Sec
2038,WD Blue SN570 500GB,465.8 GB,"22,947",809,533.77,$42.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%20500GB%20SSD&id=30174,"3,034 MBytes/Sec","1,960 MBytes/Sec","1,617 MBytes/Sec",73 MBytes/Sec
2039,WD Blue SN580 1TB,931.5 GB,"34,040",360,680.93,$49.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN580%202TB&id=35242,"4,245 MBytes/Sec","4,138 MBytes/Sec","3,581 MBytes/Sec",84 MBytes/Sec
2040,WD Blue SN580 2TB,1.8 TB,"36,145",296,314.33,$114.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20easystore%20240GB&id=27488,434 MBytes/Sec,311 MBytes/Sec,58 MBytes/Sec,11 MBytes/Sec
2041,WD Green 2.5 240GB,223.6 GB,"2,493",6738,75.58,$32.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%202.5%20480GB&id=31101,445 MBytes/Sec,331 MBytes/Sec,73 MBytes/Sec,17 MBytes/Sec
2042,WD Green 2.5 480GB,447.1 GB,"2,914",6058,89.69,$32.49,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20M.2%202280%20240G&id=31538,517 MBytes/Sec,331 MBytes/Sec,60 MBytes/Sec,16 MBytes/Sec
2043,WD Green M.2 2280 240GB,223.6 GB,"2,645",6526,82.69,$31.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20M.2%202280%20480GB&id=32759,525 MBytes/Sec,431 MBytes/Sec,79 MBytes/Sec,17 MBytes/Sec
2044,WD Green M.2 2280 480GB,447.1 GB,"3,430",5013,98.04,$34.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20SN350%201TB&id=29655,"3,165 MBytes/Sec","2,187 MBytes/Sec","1,890 MBytes/Sec",73 MBytes/Sec
2045,WD Green SN350 1TB,931.5 GB,"24,610",677,417.12,$59.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20SN350%202TB&id=30678,"3,046 MBytes/Sec","2,247 MBytes/Sec","2,262 MBytes/Sec",75 MBytes/Sec
2046,WD Green SN350 2TB,1.8 TB,"25,632",620,183.10,$139.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20M.2%20128GB&id=33547,519 MBytes/Sec,383 MBytes/Sec,70 MBytes/Sec,13 MBytes/Sec
2047,WD Red SN700 500GB,465.8 GB,"23,985",731,452.63,$52.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20WD%20BLACK%20Gen4%20SDCPNRZ-2T00-1106&id=31377,"4,835 MBytes/Sec","3,802 MBytes/Sec","3,601 MBytes/Sec",77 MBytes/Sec
2048,WDC PC SN530 SDBPMPZ-1T00,953.9 GB,"14,536",1815,37.38,$388.86*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN530%20SDBPMPZ-256G&id=26230,"2,120 MBytes/Sec",788 MBytes/Sec,391 MBytes/Sec,38 MBytes/Sec
2049,WDC PC SN530 SDBPTPZ-1T00,953.9 GB,"17,413",1451,43.68,$398.68*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN530%20SDBPTPZ-512G&id=27990,"2,268 MBytes/Sec","1,640 MBytes/Sec",641 MBytes/Sec,37 MBytes/Sec
2050,WDC PC SN720 NVMe 1TB SDAPNTW,953.9 GB,"24,229",714,512.89,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN720%20NVMe%20256GB%20SDAPNTW&id=16542,"2,237 MBytes/Sec","1,291 MBytes/Sec",690 MBytes/Sec,48 MBytes/Sec
2051,WDC PC SN730 SDBPNTY-1T00,953.9 GB,"23,596",758,157.36,$149.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN730%20SDBPNTY-256G&id=25456,"2,240 MBytes/Sec",822 MBytes/Sec,751 MBytes/Sec,52 MBytes/Sec
2052,WDC PC SN810 SDCPNRY 1TB,953.9 GB,"40,724",193,479.11,$85.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN810%20SDCPNRY%20256GB&id=29016,"4,042 MBytes/Sec","2,155 MBytes/Sec","1,742 MBytes/Sec",86 MBytes/Sec
2053,WDC SN810 NVMe 2TB,1.9 TB,"39,521",219,172.58,$229.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20SSC-D0064SC&id=1971,NA,NA,NA,NA
2054,WDC WD1000CHTZ,931.5 GB,"1,314",7856,24.33,$54.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1000DHTZ&id=2955,186 MBytes/Sec,175 MBytes/Sec,19 MBytes/Sec,1 MBytes/Sec
2055,WDC WD1000DHTZ,931.5 GB,"1,303",7865,5.64,$230.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1000FYPS&id=18169,NA,NA,NA,NA
2056,WDC WD1000FYPS,146.5 GB,415,9711,4.66,$89.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1001FAES&id=257,105 MBytes/Sec,102 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2057,WDC WD1001FAES,931.5 GB,751,8580,4.20,$179.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1001FALS&id=6,97 MBytes/Sec,89 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2058,WDC WD1001FALS,931.5 GB,683,8762,32.14,$21.24,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1001X06X&id=6612,312 MBytes/Sec,102 MBytes/Sec,72 MBytes/Sec,21 MBytes/Sec
2059,WDC WD1002F9YZ,931.5 GB,"1,128",8051,6.81,$165.75*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1002FAEX&id=30,174 MBytes/Sec,161 MBytes/Sec,30 MBytes/Sec,1 MBytes/Sec
2060,WDC WD1002FAEX,931.5 GB,"1,216",7957,20.27,$60.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1002FBYS&id=867,99 MBytes/Sec,96 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2061,WDC WD1002FBYS,931.5 GB,720,8658,16.00,$45.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1003FBYX&id=541,117 MBytes/Sec,114 MBytes/Sec,9 MBytes/Sec,1 MBytes/Sec
2062,WDC WD1003FBYX,931.5 GB,848,8408,23.57,$35.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1003FBYZ&id=6572,126 MBytes/Sec,121 MBytes/Sec,9 MBytes/Sec,1 MBytes/Sec
2063,WDC WD1003FBYZ,931.5 GB,882,8356,22.05,$39.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1003FZEX&id=6265,163 MBytes/Sec,138 MBytes/Sec,10 MBytes/Sec,1 MBytes/Sec
2064,WDC WD1003FZEX,931.5 GB,"1,086",8100,10.86,$99.98,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1004FBYZ&id=13666,NA,NA,NA,NA
2065,WDC WD1004FBYZ,931.5 GB,"1,198",7976,23.96,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1005FBYZ&id=14183,177 MBytes/Sec,173 MBytes/Sec,12 MBytes/Sec,1 MBytes/Sec
2066,WDC WD1005FBYZ,931.5 GB,"1,261",7905,15.79,$79.86,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD100EZAZ&id=23257,NA,NA,NA,NA
2067,WDC WD10EACS,931.5 GB,583,9106,29.14,$20.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EADS&id=7,84 MBytes/Sec,82 MBytes/Sec,6 MBytes/Sec,0 MBytes/Sec
2068,WDC WD10EADS,931.5 GB,609,9028,21.20,$28.74,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EADX&id=413,88 MBytes/Sec,82 MBytes/Sec,6 MBytes/Sec,0 MBytes/Sec
2069,WDC WD10EADX,931.5 GB,628,8966,8.16,$76.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EALS&id=386,103 MBytes/Sec,100 MBytes/Sec,6 MBytes/Sec,1 MBytes/Sec
2070,WDC WD10EALS,931.5 GB,744,8603,5.73,$129.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EALX&id=160,142 MBytes/Sec,119 MBytes/Sec,20 MBytes/Sec,1 MBytes/Sec
2071,WDC WD10EALX,931.5 GB,997,8199,9.29,$107.32,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EARS&id=24877,440 MBytes/Sec,198 MBytes/Sec,128 MBytes/Sec,21 MBytes/Sec
2072,WDC WD10EARS,931.5 GB,609,9031,24.36,$24.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EARX&id=94,158 MBytes/Sec,136 MBytes/Sec,25 MBytes/Sec,2 MBytes/Sec
2073,WDC WD10EARX,931.5 GB,"1,128",8052,8.68,$129.95,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EAVS&id=488,79 MBytes/Sec,68 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2074,WDC WD10EAVS,931.5 GB,539,9235,2.17,$249.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EFRX&id=2121,184 MBytes/Sec,188 MBytes/Sec,103 MBytes/Sec,4 MBytes/Sec
2075,WDC WD10EFRX,931.5 GB,"1,550",7645,14.09,$109.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EUCX&id=4012,NA,NA,NA,NA
2076,WDC WD10EUCX,931.5 GB,641,8912,7.28,$88.07*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EURS&id=365,NA,NA,NA,NA
2077,WDC WD10EURS,931.5 GB,608,9034,6.83,$89.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EURX&id=738,119 MBytes/Sec,119 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2078,WDC WD10EURX,931.5 GB,861,8389,57.52,$14.97,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EVCS&id=4077,NA,NA,NA,NA
2079,WDC WD10EVDS,97.7 GB,664,8830,2.89,$230.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EVDS&id=17272,79 MBytes/Sec,59 MBytes/Sec,6 MBytes/Sec,0 MBytes/Sec
2080,WDC WD10EVVS,931.5 GB,598,9065,4.03,$148.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EZEX&id=21170,537 MBytes/Sec,460 MBytes/Sec,428 MBytes/Sec,34 MBytes/Sec
2081,WDC WD10EZEX,931.5 GB,"1,300",7870,39.40,$32.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EZRX&id=138,168 MBytes/Sec,170 MBytes/Sec,45 MBytes/Sec,2 MBytes/Sec
2082,WDC WD10EZRX,931.5 GB,"1,352",7812,32.28,$41.90,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EZRZ&id=10671,128 MBytes/Sec,125 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2083,WDC WD10EZRZ,931.5 GB,909,8319,32.47,$27.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10J13T&id=6212,NA,NA,NA,NA
2084,WDC WD10J31X,931.5 GB,633,8940,3.10,$204.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10JFCX&id=6521,79 MBytes/Sec,70 MBytes/Sec,7 MBytes/Sec,0 MBytes/Sec
2085,WDC WD10JFCX,931.5 GB,558,9181,7.06,$78.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10JPCX&id=6490,98 MBytes/Sec,94 MBytes/Sec,10 MBytes/Sec,1 MBytes/Sec
2086,WDC WD10JPCX,931.5 GB,717,8671,12.58,$56.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10JPLX&id=12485,262 MBytes/Sec,240 MBytes/Sec,79 MBytes/Sec,3 MBytes/Sec
2087,WDC WD10JPLX,931.5 GB,"2,012",7290,33.53,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10JPVT&id=87,97 MBytes/Sec,92 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2088,WDC WD10JPVT,931.5 GB,696,8724,8.70,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10JPVX&id=4977,100 MBytes/Sec,94 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2089,WDC WD10JPVX,931.5 GB,712,8681,20.18,$35.29,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10JUCT&id=4505,95 MBytes/Sec,91 MBytes/Sec,7 MBytes/Sec,0 MBytes/Sec
2090,WDC WD10JUCT,931.5 GB,682,8763,9.48,$72.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10PURX&id=7610,116 MBytes/Sec,117 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2091,WDC WD10PURX,931.5 GB,861,8388,14.73,$58.47*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10PURZ&id=14797,159 MBytes/Sec,145 MBytes/Sec,35 MBytes/Sec,3 MBytes/Sec
2092,WDC WD10PURZ,931.5 GB,"1,179",7987,24.56,$47.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10S12X&id=6186,NA,NA,NA,NA
2093,WDC WD10S12X,946.4 GB,686,8755,5.91,$115.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10S21X&id=8343,94 MBytes/Sec,82 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2094,WDC WD10S21X,931.5 GB,646,8887,13.19,$49.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10SPCX&id=5497,100 MBytes/Sec,94 MBytes/Sec,10 MBytes/Sec,1 MBytes/Sec
2095,WDC WD10SPCX,931.5 GB,726,8645,20.40,$35.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10SPSX&id=26302,135 MBytes/Sec,128 MBytes/Sec,12 MBytes/Sec,1 MBytes/Sec
2096,WDC WD10SPSX,931.5 GB,962,8245,24.06,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10SPZX&id=12177,127 MBytes/Sec,110 MBytes/Sec,22 MBytes/Sec,1 MBytes/Sec
2097,WDC WD10SPZX,931.5 GB,910,8317,23.34,$38.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10TPVT&id=1976,NA,NA,NA,NA
2098,WDC WD10TPVT,199 GB,519,9297,3.90,$132.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10TPVT&id=17196,NA,NA,NA,NA
2099,WDC WD10TPVT,931.5 GB,474,9458,4.16,$113.85*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1200AAJS&id=3953,NA,NA,NA,NA
2100,WDC WD1200BEVE,111.8 GB,281,10381,2.76,$101.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1200BEVS&id=558,43 MBytes/Sec,42 MBytes/Sec,5 MBytes/Sec,0 MBytes/Sec
2101,WDC WD1200BEVS,111.8 GB,313,10263,2.41,$129.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1200BEVT&id=1980,NA,NA,NA,NA
2102,WDC WD1200BEVT,111.8 GB,333,10159,6.53,$50.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1200JB&id=1981,NA,NA,NA,NA
2103,WDC WD1200JB,111.8 GB,311,10272,1.56,$199.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1200JD&id=1982,NA,NA,NA,NA
2104,WDC WD1500BLFS,139.7 GB,720,8660,7.21,$99.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1500GLFS&id=4385,NA,NA,NA,NA
2105,WDC WD1500HLFS,139.7 GB,736,8621,4.36,$168.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1500HLHX&id=507,NA,NA,NA,NA
2106,WDC WD1500HLHX,139.7 GB,856,8397,8.56,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1501FASS&id=17106,NA,NA,NA,NA
2107,WDC WD1501FASS,100 GB,839,8422,4.94,$169.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1502FAEX&id=704,676 MBytes/Sec,748 MBytes/Sec,497 MBytes/Sec,17 MBytes/Sec
2108,WDC WD1502FAEX,1.4 TB,"6,423",2900,32.30,$198.90*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1502FYPS&id=6505,NA,NA,NA,NA
2109,WDC WD1502FYPS,1.4 TB,682,8765,5.93,$115.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD15EADS&id=901,146 MBytes/Sec,187 MBytes/Sec,82 MBytes/Sec,4 MBytes/Sec
2110,WDC WD15EADS,1.4 TB,"1,438",7745,12.95,$111.10*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD15EARS&id=154,90 MBytes/Sec,86 MBytes/Sec,6 MBytes/Sec,0 MBytes/Sec
2111,WDC WD15EARS,1.4 TB,639,8916,18.27,$34.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD15EARX&id=1007,88 MBytes/Sec,86 MBytes/Sec,6 MBytes/Sec,0 MBytes/Sec
2112,WDC WD15EARX,1.4 TB,636,8928,4.71,$135.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD15EVDS&id=3530,NA,NA,NA,NA
2113,WDC WD15EZRX,1.4 TB,802,8484,10.03,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD16%2000ADFS&id=3504,NA,NA,NA,NA
2114,WDC WD1600AABS,149 GB,444,9589,4.04,$109.90*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600AAJB&id=387,NA,NA,NA,NA
2115,WDC WD1600AAJB,149 GB,422,9674,12.06,$34.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600AAJS&id=73,84 MBytes/Sec,80 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2116,WDC WD1600AAJS,149 GB,602,9051,43.31,$13.90,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600AAKS&id=2102,NA,NA,NA,NA
2117,WDC WD1600ADFD,141 GB,501,9360,11.66,$42.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600ADFS&id=1989,NA,NA,NA,NA
2118,WDC WD1600AVJB,49.8 GB,414,9715,11.83,$35.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600AVJB&id=17750,NA,NA,NA,NA
2119,WDC WD1600AVJS,148.9 GB,474,9454,21.59,$21.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600AVVS&id=1993,68 MBytes/Sec,64 MBytes/Sec,5 MBytes/Sec,0 MBytes/Sec
2120,WDC WD1600AVVS,148.9 GB,485,9411,7.58,$63.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600BB&id=352,NA,NA,NA,NA
2121,WDC WD1600BB,149 GB,336,10140,14.62,$22.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600BEKT&id=1013,69 MBytes/Sec,66 MBytes/Sec,6 MBytes/Sec,1 MBytes/Sec
2122,WDC WD1600BEKT,149 GB,496,9377,12.50,$39.69*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1600BEVE&id=17144,NA,NA,NA,NA
