,Videocard Name,"Passmark G3D Mark
(higher is better)","Rank
(lower is better)","Videocard Value
(higher is better)","Price
(USD)",lien,DirectX 9,DirectX 10,DirectX 11,DirectX 12,GPU Compute
136,GeForce GT 520M,283,1724,9.47,$29.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+520MX&id=2144,6 Frames/Sec,2 Frames/Sec,2 Frames/Sec,0 Frames/Sec,91 Ops/Sec
137,GeForce GT 530,679,1300,13.86,$49.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+540M&id=27,11 Frames/Sec,2 Frames/Sec,3 Frames/Sec,0 Frames/Sec,389 Ops/Sec
138,GeForce GT 540M,484,1533,5.51,$87.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+545&id=112,28 Frames/Sec,3 Frames/Sec,9 Frames/Sec,4 Frames/Sec,474 Ops/Sec
139,GeForce GT 545,1103,989,19.85,$55.59*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+550M&id=1427,15 Frames/Sec,2 Frames/Sec,5 Frames/Sec,0 Frames/Sec,2123 Ops/Sec
140,GeForce GT 555M,665,1312,3.76,$177.20*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+610&id=33,7 Frames/Sec,1 Frames/Sec,3 Frames/Sec,1 Frames/Sec,170 Ops/Sec
141,GeForce GT 610,305,1701,2.18,$139.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+610M+%2F+GT+620M+%2F+GT+710M+%2F+GT+720M+%2F+GT&id=2877,NA,NA,NA,NA,NA
142,GeForce GT 620,367,1646,2.39,$154.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+620M&id=1430,11 Frames/Sec,2 Frames/Sec,4 Frames/Sec,0 Frames/Sec,266 Ops/Sec
143,GeForce GT 630,682,1294,4.64,$147.01*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+630M&id=77,13 Frames/Sec,2 Frames/Sec,5 Frames/Sec,0 Frames/Sec,293 Ops/Sec
144,GeForce GT 635,836,1149,12.50,$66.94*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+635M&id=2136,13 Frames/Sec,2 Frames/Sec,5 Frames/Sec,0 Frames/Sec,331 Ops/Sec
145,GeForce GT 640,1180,956,10.73,$109.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+640M&id=2147,19 Frames/Sec,3 Frames/Sec,8 Frames/Sec,3 Frames/Sec,437 Ops/Sec
146,GeForce GT 640M LE,680,1297,0.80,$849.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+645&id=2242,33 Frames/Sec,6 Frames/Sec,16 Frames/Sec,11 Frames/Sec,723 Ops/Sec
147,GeForce GT 705,336,1673,1.13,$296.76*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+710&id=2910,14 Frames/Sec,2 Frames/Sec,5 Frames/Sec,3 Frames/Sec,359 Ops/Sec
148,GeForce GT 710,631,1348,2.52,$249.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+710M&id=2744,10 Frames/Sec,2 Frames/Sec,4 Frames/Sec,0 Frames/Sec,313 Ops/Sec
149,GeForce GT 720,612,1375,6.13,$99.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+720A&id=2890,16 Frames/Sec,2 Frames/Sec,4 Frames/Sec,3 Frames/Sec,321 Ops/Sec
150,GeForce GT 730,828,1160,7.53,$109.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+730A&id=2749,NA,NA,NA,NA,NA
151,GeForce GT 740,1494,855,6.31,$236.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+740A&id=2928,17 Frames/Sec,2 Frames/Sec,4 Frames/Sec,3 Frames/Sec,371 Ops/Sec
152,GeForce GTS 240,577,1424,8.88,$64.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTS+250&id=29,23 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
153,GeForce GTS 250,607,1383,8.68,$69.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTS+250M&id=1437,15 Frames/Sec,3 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
154,GeForce GTS 450,1312,907,16.41,$79.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050&id=3596,84 Frames/Sec,24 Frames/Sec,38 Frames/Sec,20 Frames/Sec,2496 Ops/Sec
155,GeForce GTX 1050,5047,358,21.03,$239.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+%28Mobile%29&id=4088,75 Frames/Sec,20 Frames/Sec,35 Frames/Sec,19 Frames/Sec,2089 Ops/Sec
156,GeForce GTX 1050 Ti,6302,287,33.17,$189.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+%28Mobile%29&id=4089,101 Frames/Sec,30 Frames/Sec,45 Frames/Sec,24 Frames/Sec,2189 Ops/Sec
157,GeForce GTX 1060,10071,174,35.97,$279.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+%28Mobile%29&id=4086,137 Frames/Sec,49 Frames/Sec,65 Frames/Sec,29 Frames/Sec,3362 Ops/Sec
158,GeForce GTX 1060 3GB,9752,182,36.12,$269.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+5GB&id=3923,147 Frames/Sec,46 Frames/Sec,61 Frames/Sec,32 Frames/Sec,4141 Ops/Sec
159,GeForce GTX 1060 5GB,8972,206,18.39,$487.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+with+Max-Q+Design&id=3769,135 Frames/Sec,45 Frames/Sec,61 Frames/Sec,30 Frames/Sec,2899 Ops/Sec
160,GeForce GTX 1070,13512,117,27.68,$488.09*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1070+%28Mobile%29&id=4087,153 Frames/Sec,74 Frames/Sec,92 Frames/Sec,34 Frames/Sec,4591 Ops/Sec
161,GeForce GTX 1070 Ti,14718,100,25.82,$569.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1070+with+Max-Q+Design&id=3779,156 Frames/Sec,68 Frames/Sec,84 Frames/Sec,36 Frames/Sec,3680 Ops/Sec
162,GeForce GTX 1080,15486,87,34.98,$442.79*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1080+Ti&id=3699,229 Frames/Sec,123 Frames/Sec,149 Frames/Sec,64 Frames/Sec,9787 Ops/Sec
163,GeForce GTX 1080 Ti,18539,57,38.32,$483.82*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1080+with+Max-Q+Design&id=3784,162 Frames/Sec,68 Frames/Sec,99 Frames/Sec,41 Frames/Sec,5853 Ops/Sec
164,GeForce GTX 1630,5002,362,38.48,$129.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650&id=4078,125 Frames/Sec,39 Frames/Sec,58 Frames/Sec,34 Frames/Sec,3094 Ops/Sec
165,GeForce GTX 1650,7858,238,58.22,$134.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+%28Mobile%29&id=4090,116 Frames/Sec,36 Frames/Sec,50 Frames/Sec,27 Frames/Sec,2750 Ops/Sec
166,GeForce GTX 1650 SUPER,10112,173,54.95,$184.05*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+Ti&id=4195,119 Frames/Sec,39 Frames/Sec,61 Frames/Sec,32 Frames/Sec,2762 Ops/Sec
167,GeForce GTX 1660,11723,152,40.84,$287.09,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+SUPER&id=4159,191 Frames/Sec,69 Frames/Sec,101 Frames/Sec,48 Frames/Sec,5212 Ops/Sec
168,GeForce GTX 1660 SUPER,12785,132,64.58,$197.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+Ti&id=4045,191 Frames/Sec,70 Frames/Sec,101 Frames/Sec,50 Frames/Sec,5343 Ops/Sec
169,GeForce GTX 1660 Ti,12960,131,51.39,$252.20,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+Ti+%28Mobile%29&id=4091,155 Frames/Sec,62 Frames/Sec,86 Frames/Sec,38 Frames/Sec,3779 Ops/Sec
170,GeForce GTX 260,1231,935,15.40,$79.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+260M&id=83,15 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
171,GeForce GTX 275,1415,880,3.28,$431.72*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+280&id=66,24 Frames/Sec,8 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
172,GeForce GTX 280,1275,919,2.44,$522.78*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+280M&id=1443,21 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
173,GeForce GTX 285,1516,847,12.64,$119.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+285M&id=1445,23 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
174,GeForce GTX 295,1201,949,7.51,$159.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460&id=31,50 Frames/Sec,10 Frames/Sec,17 Frames/Sec,8 Frames/Sec,985 Ops/Sec
175,GeForce GTX 460,2252,647,25.03,$89.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460+SE&id=123,47 Frames/Sec,8 Frames/Sec,17 Frames/Sec,7 Frames/Sec,767 Ops/Sec
176,GeForce GTX 460 SE,2011,694,12.57,$159.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460+v2&id=1447,58 Frames/Sec,10 Frames/Sec,12 Frames/Sec,3 Frames/Sec,1083 Ops/Sec
177,GeForce GTX 460 v2,1860,744,9.30,$199.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460M&id=93,31 Frames/Sec,5 Frames/Sec,10 Frames/Sec,4 Frames/Sec,487 Ops/Sec
178,GeForce GTX 465,2683,559,13.76,$195.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+470&id=55,60 Frames/Sec,13 Frames/Sec,24 Frames/Sec,11 Frames/Sec,1008 Ops/Sec
179,GeForce GTX 470,3084,511,51.42,$59.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+470M&id=1448,44 Frames/Sec,6 Frames/Sec,16 Frames/Sec,8 Frames/Sec,837 Ops/Sec
180,GeForce GTX 480,4040,421,23.77,$169.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+480M&id=1449,36 Frames/Sec,7 Frames/Sec,15 Frames/Sec,0 Frames/Sec,345 Ops/Sec
181,GeForce GTX 550 Ti,1535,844,15.36,$99.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+555&id=1451,41 Frames/Sec,7 Frames/Sec,13 Frames/Sec,3 Frames/Sec,896 Ops/Sec
182,GeForce GTX 560,2718,551,13.26,$205.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+SE&id=106,49 Frames/Sec,8 Frames/Sec,14 Frames/Sec,7 Frames/Sec,870 Ops/Sec
183,GeForce GTX 560 SE,1914,727,21.27,$89.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+Ti&id=18,64 Frames/Sec,12 Frames/Sec,25 Frames/Sec,11 Frames/Sec,1211 Ops/Sec
184,GeForce GTX 560 Ti,3031,513,23.32,$129.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560M&id=1452,31 Frames/Sec,4 Frames/Sec,9 Frames/Sec,4 Frames/Sec,465 Ops/Sec
185,GeForce GTX 570,3923,431,26.16,$149.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+570M&id=1453,44 Frames/Sec,7 Frames/Sec,15 Frames/Sec,6 Frames/Sec,795 Ops/Sec
186,GeForce GTX 580,4538,391,32.44,$139.92*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580M&id=1455,53 Frames/Sec,10 Frames/Sec,19 Frames/Sec,5 Frames/Sec,684 Ops/Sec
187,GeForce GTX 580M,2074,680,8.34,$248.68*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+590&id=1457,73 Frames/Sec,18 Frames/Sec,45 Frames/Sec,1 Frames/Sec,1154 Ops/Sec
188,GeForce GTX 590,3341,487,7.68,$435.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+645&id=2513,35 Frames/Sec,7 Frames/Sec,15 Frames/Sec,7 Frames/Sec,887 Ops/Sec
189,GeForce GTX 650,1753,775,15.95,$109.98*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650+Ti&id=2177,45 Frames/Sec,9 Frames/Sec,21 Frames/Sec,10 Frames/Sec,1567 Ops/Sec
190,GeForce GTX 650 Ti,2529,584,27.18,$93.05*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650+Ti+BOOST&id=2479,60 Frames/Sec,13 Frames/Sec,28 Frames/Sec,14 Frames/Sec,1519 Ops/Sec
191,GeForce GTX 660,3998,425,23.81,$167.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660+Ti&id=88,72 Frames/Sec,17 Frames/Sec,38 Frames/Sec,16 Frames/Sec,2243 Ops/Sec
192,GeForce GTX 660 Ti,4375,403,30.39,$144.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660M&id=1458,31 Frames/Sec,5 Frames/Sec,12 Frames/Sec,5 Frames/Sec,862 Ops/Sec
193,GeForce GTX 660M,1442,868,18.26,$78.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670&id=35,86 Frames/Sec,23 Frames/Sec,46 Frames/Sec,20 Frames/Sec,2348 Ops/Sec
194,GeForce GTX 670,5317,335,27.41,$193.98*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670M&id=1459,43 Frames/Sec,7 Frames/Sec,15 Frames/Sec,5 Frames/Sec,708 Ops/Sec
195,GeForce GTX 680,5541,320,13.89,$399.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680M&id=1461,58 Frames/Sec,13 Frames/Sec,26 Frames/Sec,11 Frames/Sec,1390 Ops/Sec
196,GeForce GTX 680M,3205,499,23.58,$135.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680M+KY_Bullet+Edition&id=3832,NA,NA,NA,NA,NA
197,GeForce GTX 690,5579,317,19.85,$280.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+745&id=2843,43 Frames/Sec,10 Frames/Sec,12 Frames/Sec,9 Frames/Sec,1002 Ops/Sec
198,GeForce GTX 745,2149,667,7.55,$284.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750&id=2825,56 Frames/Sec,16 Frames/Sec,23 Frames/Sec,14 Frames/Sec,1442 Ops/Sec
199,GeForce GTX 750,3356,483,41.96,$79.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750+Ti&id=2815,60 Frames/Sec,17 Frames/Sec,26 Frames/Sec,18 Frames/Sec,1746 Ops/Sec
200,GeForce GTX 750 Ti,3902,432,44.29,$88.11*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760&id=2561,80 Frames/Sec,19 Frames/Sec,42 Frames/Sec,18 Frames/Sec,2131 Ops/Sec
201,GeForce GTX 760,4777,373,32.07,$149.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760+Ti&id=2801,80 Frames/Sec,22 Frames/Sec,45 Frames/Sec,20 Frames/Sec,2305 Ops/Sec
202,GeForce GTX 760 Ti,5191,346,17.45,$297.50*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760+Ti+OEM&id=4108,NA,NA,NA,NA,NA
203,GeForce GTX 765M,1983,705,10.65,$186.30*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770&id=2531,95 Frames/Sec,23 Frames/Sec,52 Frames/Sec,22 Frames/Sec,2724 Ops/Sec
204,GeForce GTX 770,5902,305,23.71,$249.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770M&id=2534,51 Frames/Sec,11 Frames/Sec,24 Frames/Sec,10 Frames/Sec,1186 Ops/Sec
205,GeForce GTX 770M,2774,538,20.11,$138.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+775M&id=2729,72 Frames/Sec,16 Frames/Sec,29 Frames/Sec,11 Frames/Sec,1576 Ops/Sec
206,GeForce GTX 780,8030,230,28.68,$279.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780+Ti&id=2717,142 Frames/Sec,49 Frames/Sec,73 Frames/Sec,36 Frames/Sec,4039 Ops/Sec
207,GeForce GTX 780 Ti,9486,189,27.90,$339.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780M&id=2536,74 Frames/Sec,15 Frames/Sec,34 Frames/Sec,14 Frames/Sec,1736 Ops/Sec
208,GeForce GTX 780M,3871,436,7.76,$499.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+850A&id=3213,NA,NA,NA,NA,NA
209,GeForce GTX 860M,3031,514,26.59,$114.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+870M&id=2833,68 Frames/Sec,14 Frames/Sec,31 Frames/Sec,12 Frames/Sec,1624 Ops/Sec
210,GeForce GTX 950,5345,332,37.65,$141.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950A&id=3334,49 Frames/Sec,12 Frames/Sec,15 Frames/Sec,11 Frames/Sec,1261 Ops/Sec
211,GeForce GTX 950M,2587,575,4.56,$567.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960&id=3114,100 Frames/Sec,23 Frames/Sec,42 Frames/Sec,28 Frames/Sec,2783 Ops/Sec
212,GeForce GTX 960,6043,299,35.14,$172.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960A&id=3404,NA,NA,NA,NA,NA
213,GeForce GTX 960M,3398,479,2.91,"$1,169.00*",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+965M&id=3113,67 Frames/Sec,16 Frames/Sec,28 Frames/Sec,17 Frames/Sec,1569 Ops/Sec
214,GeForce GTX 970,9638,185,40.50,$237.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970M&id=2981,100 Frames/Sec,27 Frames/Sec,42 Frames/Sec,24 Frames/Sec,2287 Ops/Sec
215,GeForce GTX 970M,5722,309,27.25,$209.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970XM+FORCE&id=3965,NA,NA,NA,NA,NA
216,GeForce GTX 980,11136,160,45.03,$247.35*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980+Ti&id=3218,191 Frames/Sec,74 Frames/Sec,105 Frames/Sec,55 Frames/Sec,6145 Ops/Sec
217,GeForce GTX 980 Ti,13840,109,21.82,$634.39,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980M&id=2976,126 Frames/Sec,35 Frames/Sec,57 Frames/Sec,31 Frames/Sec,2805 Ops/Sec
218,GeForce GTX 980M,7343,254,25.32,$289.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+Titan&id=2433,125 Frames/Sec,38 Frames/Sec,65 Frames/Sec,31 Frames/Sec,3485 Ops/Sec
219,GeForce GTX Titan,8192,225,11.00,$745.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Black&id=2842,131 Frames/Sec,46 Frames/Sec,65 Frames/Sec,32 Frames/Sec,3692 Ops/Sec
220,GeForce GTX TITAN Black,9010,203,17.16,$524.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+X&id=3162,183 Frames/Sec,71 Frames/Sec,102 Frames/Sec,51 Frames/Sec,5816 Ops/Sec
221,GeForce GTX TITAN X,13055,126,11.90,"$1,096.99*",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Z&id=2884,136 Frames/Sec,45 Frames/Sec,92 Frames/Sec,33 Frames/Sec,3381 Ops/Sec
222,GeForce GTX TITAN Z,8986,205,5.93,"$1,515.00*",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX110&id=3860,22 Frames/Sec,6 Frames/Sec,11 Frames/Sec,7 Frames/Sec,1253 Ops/Sec
223,GeForce MX150,2278,637,38.42,$59.29*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX230&id=4036,32 Frames/Sec,6 Frames/Sec,15 Frames/Sec,9 Frames/Sec,771 Ops/Sec
224,GeForce RTX 2060,14121,105,66.61,$212.00,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2060+%28Mobile%29&id=4085,164 Frames/Sec,87 Frames/Sec,96 Frames/Sec,39 Frames/Sec,3992 Ops/Sec
225,GeForce RTX 2060 SUPER,16581,74,40.44,$409.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2060+with+Max-Q+Design&id=4199,133 Frames/Sec,72 Frames/Sec,76 Frames/Sec,39 Frames/Sec,3509 Ops/Sec
226,GeForce RTX 2070,16175,77,31.11,$519.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2070+%28Mobile%29&id=4083,176 Frames/Sec,95 Frames/Sec,111 Frames/Sec,41 Frames/Sec,4487 Ops/Sec
227,GeForce RTX 2070 SUPER,18260,60,36.67,$497.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2070+Super+with+Max-Q+Design&id=4204,195 Frames/Sec,107 Frames/Sec,112 Frames/Sec,50 Frames/Sec,5148 Ops/Sec
228,GeForce RTX 2080,18804,54,23.49,$800.61*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2080+%28Mobile%29&id=4084,194 Frames/Sec,116 Frames/Sec,140 Frames/Sec,53 Frames/Sec,6508 Ops/Sec
229,GeForce RTX 2080 SUPER,19595,46,26.44,$740.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2080+Super+with+Max-Q+Design&id=4202,184 Frames/Sec,111 Frames/Sec,117 Frames/Sec,53 Frames/Sec,4956 Ops/Sec
230,GeForce RTX 2080 Ti,21846,34,15.60,"$1,399.99",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2080+with+Max-Q+Design&id=4041,173 Frames/Sec,104 Frames/Sec,111 Frames/Sec,49 Frames/Sec,4790 Ops/Sec
231,GeForce RTX 2080 with Max-Q Design,13187,123,6.28,"$2,099.99*",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050&id=4495,144 Frames/Sec,70 Frames/Sec,93 Frames/Sec,59 Frames/Sec,11704 Ops/Sec
232,GeForce RTX 3050,12979,130,60.09,$215.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+4GB+Laptop+GPU&id=4769,84 Frames/Sec,35 Frames/Sec,43 Frames/Sec,41 Frames/Sec,3094 Ops/Sec
233,GeForce RTX 3050 Laptop GPU,9391,193,34.79,$269.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+OEM&id=4569,140 Frames/Sec,64 Frames/Sec,87 Frames/Sec,56 Frames/Sec,5842 Ops/Sec
234,GeForce RTX 3060,17113,67,67.11,$254.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3060+Laptop+GPU&id=4342,146 Frames/Sec,93 Frames/Sec,110 Frames/Sec,59 Frames/Sec,5896 Ops/Sec
235,GeForce RTX 3060 Laptop GPU,13407,119,43.25,$309.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3060+Ti&id=4318,233 Frames/Sec,141 Frames/Sec,159 Frames/Sec,79 Frames/Sec,10472 Ops/Sec
236,GeForce RTX 3060 Ti,20590,39,62.40,$329.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3070&id=4283,244 Frames/Sec,162 Frames/Sec,179 Frames/Sec,85 Frames/Sec,11769 Ops/Sec
237,GeForce RTX 3070,22470,28,51.66,$434.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3070+Laptop+GPU&id=4331,159 Frames/Sec,117 Frames/Sec,136 Frames/Sec,65 Frames/Sec,7070 Ops/Sec
238,GeForce RTX 3070 Ti,23760,21,47.52,$499.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3070+Ti+Laptop+GPU&id=4497,196 Frames/Sec,133 Frames/Sec,158 Frames/Sec,76 Frames/Sec,7859 Ops/Sec
239,GeForce RTX 3080,25354,18,37.29,$679.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3080+12GB&id=4601,269 Frames/Sec,191 Frames/Sec,220 Frames/Sec,108 Frames/Sec,15897 Ops/Sec
240,GeForce RTX 3080 Ti,27322,11,32.14,$849.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3080+Ti+Laptop+GPU&id=4491,205 Frames/Sec,140 Frames/Sec,170 Frames/Sec,94 Frames/Sec,8924 Ops/Sec
241,GeForce RTX 3090,26902,13,15.32,"$1,755.72",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3090+Ti&id=4524,294 Frames/Sec,213 Frames/Sec,246 Frames/Sec,122 Frames/Sec,18634 Ops/Sec
242,GeForce RTX 3090 Ti,29831,6,19.37,"$1,539.99*",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4050+Laptop+GPU&id=4763,184 Frames/Sec,86 Frames/Sec,132 Frames/Sec,62 Frames/Sec,5840 Ops/Sec
243,GeForce RTX 4060,19442,49,67.04,$289.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4060+Laptop+GPU&id=4752,219 Frames/Sec,115 Frames/Sec,162 Frames/Sec,76 Frames/Sec,6936 Ops/Sec
244,GeForce RTX 4060 Ti,22570,27,59.40,$379.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4060+Ti+16GB&id=4898,261 Frames/Sec,126 Frames/Sec,209 Frames/Sec,84 Frames/Sec,12513 Ops/Sec
245,GeForce RTX 4060 Ti 16GB,22849,25,45.79,$499.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4070&id=4795,315 Frames/Sec,146 Frames/Sec,247 Frames/Sec,100 Frames/Sec,14994 Ops/Sec
246,GeForce RTX 4070,26838,14,48.80,$549.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4070+Laptop+GPU&id=4756,218 Frames/Sec,120 Frames/Sec,176 Frames/Sec,86 Frames/Sec,8117 Ops/Sec
247,GeForce RTX 4070 Ti,31659,3,41.12,$769.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4080&id=4622,370 Frames/Sec,222 Frames/Sec,321 Frames/Sec,127 Frames/Sec,22253 Ops/Sec
248,GeForce RTX 4080,34752,2,31.88,"$1,089.99",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4080+Laptop+GPU&id=4736,297 Frames/Sec,172 Frames/Sec,254 Frames/Sec,98 Frames/Sec,12704 Ops/Sec
